ticket_id,created_date,resolved_date,priority,category,channel,team,status,escalated,customer_satisfaction,customer_message
TKT-0363,2026-02-14 01:23:00,,Critical,Ad Review,Web Form,Team B,Open,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0364,2026-01-03 21:06:00,2026-01-04 12:06:00,Critical,Technical Bug,Chat,Team B,Closed,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0365,2026-03-14 16:25:00,2026-03-15 15:25:00,Medium,Billing,Phone,Team A,Closed,0,5,User cannot access account and has contacted support multiple times.
TKT-0366,2026-02-11 21:38:00,2026-02-12 09:38:00,High,Account Access,Email,Team B,Resolved,0,5,User cannot access account and has contacted support multiple times.
TKT-0367,2026-01-31 03:52:00,2026-01-31 21:52:00,Medium,Billing,Web Form,Team B,Resolved,0,5,Campaign delivery problem needs technical validation.
TKT-0368,2026-01-06 20:05:00,2026-01-08 02:05:00,High,Login Issue,Chat,Team B,Closed,1,3,Billing issue requires review and possible refund investigation.
TKT-0369,2026-01-12 17:00:00,2026-01-14 18:00:00,High,Technical Bug,Email,Specialist Team,Closed,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0370,2026-02-04 07:55:00,2026-02-05 06:55:00,Medium,Policy Question,Phone,Specialist Team,Closed,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0371,2026-01-29 00:51:00,2026-01-29 18:51:00,Critical,Payment,Web Form,Team B,Closed,0,3,Campaign delivery problem needs technical validation.
TKT-0372,2026-01-29 10:27:00,,Medium,Payment,Phone,Team A,Pending,0,5,User cannot access account and has contacted support multiple times.
TKT-0373,2026-02-11 07:12:00,,Medium,Account Access,Chat,Specialist Team,Open,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0374,2026-03-09 05:42:00,,High,Policy Question,Phone,Specialist Team,Open,1,2,Billing issue requires review and possible refund investigation.
TKT-0375,2026-03-15 03:50:00,,Medium,Ad Review,Web Form,Team A,Open,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0376,2026-02-21 10:29:00,2026-02-23 14:29:00,Low,Account Access,Chat,Team A,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0377,2026-02-27 15:05:00,2026-03-01 03:05:00,Critical,Login Issue,Web Form,Specialist Team,Closed,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0378,2026-03-06 10:52:00,2026-03-07 11:52:00,High,Technical Bug,Phone,Team C,Resolved,1,2,Campaign delivery problem needs technical validation.
TKT-0379,2026-02-22 23:31:00,2026-02-24 18:31:00,Medium,Account Access,Chat,Team B,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0380,2026-02-12 07:29:00,,Medium,Payment,Phone,Team C,Pending,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0381,2026-03-06 14:08:00,2026-03-08 08:08:00,Critical,Ad Review,Web Form,Team A,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0382,2026-02-22 10:42:00,2026-02-24 01:42:00,High,Payment,Web Form,Team A,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0383,2026-03-06 16:28:00,,Medium,Account Access,Chat,Specialist Team,Open,0,5,User cannot access account and has contacted support multiple times.
TKT-0384,2026-01-02 12:59:00,2026-01-03 21:59:00,High,Login Issue,Chat,Team A,Resolved,0,3,User cannot access account and has contacted support multiple times.
TKT-0385,2026-02-20 00:49:00,2026-02-22 02:49:00,Medium,Technical Bug,Web Form,Team A,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0386,2026-02-25 15:10:00,2026-02-26 15:10:00,High,Technical Bug,Email,Team C,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0387,2026-01-30 11:43:00,,Medium,Billing,Phone,Specialist Team,Pending,1,3,Campaign delivery problem needs technical validation.
TKT-0388,2026-02-04 00:39:00,2026-02-05 18:39:00,Medium,Technical Bug,Web Form,Team A,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0389,2026-01-20 12:13:00,2026-01-21 00:13:00,Critical,Account Access,Web Form,Specialist Team,Closed,1,3,Billing issue requires review and possible refund investigation.
TKT-0390,2026-03-22 14:42:00,2026-03-24 01:42:00,Medium,Payment,Web Form,Team A,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0391,2026-02-19 13:54:00,2026-02-20 17:54:00,Medium,Ad Review,Web Form,Team A,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0392,2026-03-03 17:16:00,,Critical,Billing,Email,Specialist Team,Open,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0393,2026-03-11 06:25:00,2026-03-12 15:25:00,High,Policy Question,Phone,Specialist Team,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0394,2026-03-31 06:26:00,2026-04-02 05:26:00,Medium,Ad Review,Chat,Team B,Closed,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0395,2026-01-01 20:54:00,2026-01-03 03:54:00,Medium,Login Issue,Web Form,Specialist Team,Resolved,1,2,User cannot access account and has contacted support multiple times.
TKT-0396,2026-01-27 03:14:00,,Medium,Policy Question,Chat,Team A,Open,0,3,Campaign delivery problem needs technical validation.
TKT-0397,2026-02-19 09:08:00,2026-02-20 07:08:00,Medium,Payment,Web Form,Team C,Closed,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0398,2026-02-16 22:38:00,2026-02-19 03:38:00,Low,Login Issue,Phone,Team A,Closed,0,4,Billing issue requires review and possible refund investigation.
TKT-0399,2026-01-05 07:44:00,2026-01-06 01:44:00,Medium,Billing,Phone,Team B,Resolved,0,5,Campaign delivery problem needs technical validation.
TKT-0400,2026-02-17 06:32:00,2026-02-20 06:32:00,Low,Technical Bug,Email,Team A,Closed,1,3,Billing issue requires review and possible refund investigation.
TKT-0401,2026-02-28 09:21:00,2026-03-01 21:21:00,Medium,Login Issue,Chat,Team B,Closed,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0402,2026-02-08 09:49:00,2026-02-10 14:49:00,Low,Policy Question,Phone,Specialist Team,Resolved,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0403,2026-01-20 12:25:00,2026-01-21 09:25:00,Medium,Account Access,Web Form,Team B,Closed,0,4,Billing issue requires review and possible refund investigation.
TKT-0404,2026-02-13 07:04:00,,Medium,Account Access,Chat,Specialist Team,Pending,0,3,Campaign delivery problem needs technical validation.
TKT-0405,2026-02-02 21:21:00,2026-02-04 09:21:00,Medium,Billing,Web Form,Team B,Closed,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0406,2026-03-17 04:49:00,2026-03-18 22:49:00,Low,Payment,Chat,Team C,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0407,2026-01-05 05:58:00,2026-01-06 11:58:00,High,Account Access,Email,Team A,Resolved,1,2,Policy related question needs accurate guidance from knowledge base.
TKT-0408,2026-02-15 08:35:00,2026-02-16 21:35:00,Medium,Login Issue,Phone,Team C,Resolved,0,3,Billing issue requires review and possible refund investigation.
TKT-0409,2026-03-14 04:57:00,2026-03-16 07:57:00,Low,Payment,Web Form,Team A,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0410,2026-01-15 10:58:00,2026-01-16 18:58:00,Medium,Ad Review,Web Form,Team B,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0411,2026-03-02 17:16:00,2026-03-04 11:16:00,Medium,Login Issue,Phone,Specialist Team,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0412,2026-01-24 22:00:00,2026-01-26 04:00:00,Low,Payment,Web Form,Team A,Closed,0,5,Campaign delivery problem needs technical validation.
TKT-0413,2026-01-08 17:13:00,2026-01-09 22:13:00,High,Account Access,Email,Team C,Resolved,0,3,User cannot access account and has contacted support multiple times.
TKT-0414,2026-01-02 14:15:00,2026-01-04 10:15:00,Low,Ad Review,Web Form,Team A,Resolved,0,5,User cannot access account and has contacted support multiple times.
TKT-0415,2026-03-17 10:29:00,2026-03-19 16:29:00,Medium,Payment,Web Form,Team A,Closed,1,3,User cannot access account and has contacted support multiple times.
TKT-0416,2026-03-10 15:41:00,2026-03-12 15:41:00,Medium,Payment,Chat,Specialist Team,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0417,2026-03-07 11:04:00,2026-03-09 06:04:00,Medium,Policy Question,Chat,Team A,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0418,2026-02-11 17:06:00,2026-02-13 06:06:00,High,Login Issue,Email,Team A,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0419,2026-03-12 22:16:00,2026-03-14 18:16:00,Low,Technical Bug,Email,Specialist Team,Closed,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0420,2026-02-02 05:09:00,2026-02-03 21:09:00,High,Login Issue,Phone,Team A,Closed,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0421,2026-01-06 09:35:00,2026-01-08 13:35:00,Medium,Billing,Email,Team A,Resolved,0,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0422,2026-02-05 22:01:00,2026-02-07 11:01:00,Low,Account Access,Web Form,Team B,Closed,0,4,User cannot access account and has contacted support multiple times.
TKT-0423,2026-03-15 13:07:00,2026-03-16 12:07:00,Medium,Billing,Phone,Team A,Closed,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0424,2026-03-05 01:17:00,2026-03-07 02:17:00,Medium,Policy Question,Phone,Team B,Resolved,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0425,2026-01-14 18:04:00,,Low,Payment,Chat,Specialist Team,Pending,0,3,User cannot access account and has contacted support multiple times.
TKT-0426,2026-01-14 22:58:00,2026-01-17 07:58:00,Low,Billing,Email,Team B,Closed,1,2,Billing issue requires review and possible refund investigation.
TKT-0427,2026-03-17 17:16:00,2026-03-18 10:16:00,High,Ad Review,Phone,Team C,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0428,2026-03-23 02:48:00,2026-03-24 11:48:00,Medium,Policy Question,Phone,Team C,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0429,2026-03-03 05:58:00,2026-03-03 18:58:00,High,Billing,Chat,Team C,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0430,2026-02-27 20:23:00,2026-03-01 15:23:00,Low,Billing,Web Form,Team B,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0431,2026-02-12 03:58:00,2026-02-13 10:58:00,Medium,Account Access,Email,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0432,2026-03-15 22:45:00,2026-03-17 22:45:00,Low,Login Issue,Web Form,Team B,Closed,0,5,Billing issue requires review and possible refund investigation.
TKT-0433,2026-02-14 05:01:00,2026-02-15 20:01:00,Low,Policy Question,Chat,Team C,Closed,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0434,2026-03-09 02:19:00,2026-03-10 12:19:00,Low,Payment,Email,Team A,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0435,2026-01-20 14:46:00,,Medium,Account Access,Phone,Specialist Team,Open,1,3,Campaign delivery problem needs technical validation.
TKT-0436,2026-01-30 21:28:00,2026-01-31 19:28:00,Critical,Billing,Web Form,Team C,Closed,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0437,2026-02-05 23:51:00,2026-02-07 13:51:00,Medium,Ad Review,Phone,Team A,Resolved,1,2,Policy related question needs accurate guidance from knowledge base.
TKT-0438,2026-02-23 13:42:00,2026-02-25 01:42:00,Low,Billing,Chat,Specialist Team,Closed,0,5,Campaign delivery problem needs technical validation.
TKT-0439,2026-02-13 16:41:00,2026-02-15 02:41:00,Low,Account Access,Chat,Team A,Resolved,0,5,User cannot access account and has contacted support multiple times.
TKT-0440,2026-03-02 23:23:00,2026-03-04 09:23:00,Medium,Login Issue,Chat,Team C,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0441,2026-02-12 17:58:00,2026-02-13 23:58:00,High,Ad Review,Web Form,Team A,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0442,2026-03-22 20:16:00,2026-03-24 03:16:00,High,Billing,Email,Specialist Team,Resolved,1,3,Campaign delivery problem needs technical validation.
TKT-0443,2026-01-21 02:07:00,2026-01-22 21:07:00,Medium,Payment,Web Form,Team A,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0444,2026-03-15 00:28:00,2026-03-17 05:28:00,Low,Login Issue,Email,Team C,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0445,2026-01-11 02:04:00,2026-01-12 11:04:00,Medium,Technical Bug,Chat,Specialist Team,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0446,2026-03-31 08:10:00,2026-04-01 15:10:00,Medium,Ad Review,Chat,Team A,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0447,2026-01-14 00:51:00,2026-01-15 19:51:00,Medium,Ad Review,Email,Team B,Closed,0,4,Campaign delivery problem needs technical validation.
TKT-0448,2026-03-24 12:16:00,2026-03-25 20:16:00,Low,Billing,Email,Specialist Team,Resolved,0,5,Campaign delivery problem needs technical validation.
TKT-0449,2026-01-25 02:41:00,2026-01-27 03:41:00,Medium,Technical Bug,Phone,Team A,Closed,0,3,User cannot access account and has contacted support multiple times.
TKT-0450,2026-01-04 00:38:00,,Medium,Payment,Email,Specialist Team,Open,1,3,User cannot access account and has contacted support multiple times.
TKT-0451,2026-02-22 07:47:00,2026-02-23 02:47:00,Medium,Login Issue,Email,Specialist Team,Closed,0,5,Billing issue requires review and possible refund investigation.
TKT-0452,2026-03-24 23:14:00,2026-03-27 02:14:00,Low,Ad Review,Web Form,Team B,Resolved,0,4,Campaign delivery problem needs technical validation.
TKT-0453,2026-02-16 13:14:00,2026-02-17 17:14:00,Critical,Policy Question,Phone,Team A,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0454,2026-03-06 03:49:00,2026-03-08 01:49:00,Low,Policy Question,Email,Team B,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0455,2026-03-08 07:08:00,2026-03-10 15:08:00,Low,Account Access,Email,Team C,Resolved,1,2,User cannot access account and has contacted support multiple times.
TKT-0456,2026-02-25 03:56:00,2026-02-25 21:56:00,High,Login Issue,Chat,Specialist Team,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0457,2026-02-08 09:55:00,2026-02-09 21:55:00,Low,Payment,Phone,Specialist Team,Resolved,0,5,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0458,2026-02-19 18:04:00,2026-02-21 04:04:00,Low,Login Issue,Chat,Specialist Team,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0459,2026-01-21 05:28:00,2026-01-23 14:28:00,Low,Payment,Phone,Team B,Resolved,0,3,Campaign delivery problem needs technical validation.
TKT-0460,2026-02-01 07:55:00,,Medium,Ad Review,Chat,Specialist Team,Pending,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0461,2026-03-22 20:13:00,2026-03-24 20:13:00,Medium,Policy Question,Email,Specialist Team,Resolved,0,3,User cannot access account and has contacted support multiple times.
TKT-0462,2026-03-21 18:20:00,2026-03-22 15:20:00,High,Login Issue,Web Form,Team A,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0463,2026-03-05 14:47:00,,High,Technical Bug,Web Form,Team C,Pending,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0464,2026-03-29 08:08:00,2026-03-30 22:08:00,High,Account Access,Web Form,Team A,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0465,2026-03-16 22:20:00,2026-03-19 13:20:00,Low,Technical Bug,Email,Team B,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0466,2026-02-05 03:40:00,2026-02-07 04:40:00,Low,Account Access,Chat,Team C,Resolved,1,3,Policy related question needs accurate guidance from knowledge base.
TKT-0467,2026-03-19 23:54:00,2026-03-20 17:54:00,Medium,Policy Question,Email,Team B,Resolved,0,5,Policy related question needs accurate guidance from knowledge base.
TKT-0468,2026-02-16 19:01:00,2026-02-18 16:01:00,Low,Billing,Chat,Team A,Resolved,0,5,User cannot access account and has contacted support multiple times.
TKT-0469,2026-02-15 13:57:00,2026-02-16 04:57:00,High,Login Issue,Email,Team A,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0470,2026-03-22 12:21:00,2026-03-25 04:21:00,Low,Ad Review,Phone,Team C,Closed,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0471,2026-01-15 15:16:00,2026-01-17 13:16:00,Low,Billing,Email,Team A,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0472,2026-02-28 15:32:00,2026-03-02 12:32:00,Medium,Login Issue,Email,Team B,Resolved,0,4,Billing issue requires review and possible refund investigation.
TKT-0473,2026-01-13 15:51:00,2026-01-15 13:51:00,Medium,Billing,Chat,Team B,Closed,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0474,2026-01-17 06:52:00,2026-01-18 00:52:00,Medium,Account Access,Web Form,Team B,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0475,2026-01-19 17:53:00,2026-01-21 20:53:00,Medium,Login Issue,Phone,Specialist Team,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0476,2026-01-05 08:14:00,2026-01-06 13:14:00,Medium,Login Issue,Web Form,Team B,Resolved,1,2,Billing issue requires review and possible refund investigation.
TKT-0477,2026-01-23 17:10:00,2026-01-26 08:10:00,Low,Technical Bug,Phone,Team C,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0478,2026-02-24 04:05:00,,Low,Ad Review,Chat,Team B,Open,0,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0479,2026-02-04 01:20:00,2026-02-06 16:20:00,Low,Account Access,Phone,Specialist Team,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0480,2026-03-08 09:27:00,,Medium,Ad Review,Chat,Specialist Team,Open,0,4,Billing issue requires review and possible refund investigation.
TKT-0481,2026-03-18 14:49:00,2026-03-20 05:49:00,Critical,Ad Review,Email,Team A,Resolved,1,2,User cannot access account and has contacted support multiple times.
TKT-0482,2026-01-12 02:29:00,2026-01-13 17:29:00,Medium,Billing,Phone,Team A,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0483,2026-01-10 01:02:00,2026-01-11 11:02:00,Low,Policy Question,Chat,Team A,Resolved,0,4,Policy related question needs accurate guidance from knowledge base.
TKT-0484,2026-03-11 16:10:00,2026-03-14 05:10:00,Low,Technical Bug,Web Form,Team C,Resolved,1,2,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0485,2026-01-16 23:16:00,,Critical,Payment,Web Form,Specialist Team,Pending,1,3,Campaign delivery problem needs technical validation.
TKT-0486,2026-02-04 18:46:00,,High,Payment,Chat,Specialist Team,Open,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0487,2026-02-13 21:32:00,2026-02-15 11:32:00,Medium,Payment,Chat,Team C,Resolved,0,4,User cannot access account and has contacted support multiple times.
TKT-0488,2026-03-13 17:03:00,2026-03-14 01:03:00,High,Policy Question,Chat,Team C,Closed,1,4,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0489,2026-02-26 03:14:00,2026-02-27 06:14:00,High,Policy Question,Phone,Team C,Resolved,1,3,Billing issue requires review and possible refund investigation.
TKT-0490,2026-01-20 03:14:00,,Low,Payment,Web Form,Team B,Pending,0,4,User cannot access account and has contacted support multiple times.
TKT-0491,2026-01-27 00:52:00,2026-01-28 21:52:00,Medium,Account Access,Phone,Specialist Team,Closed,1,2,Billing issue requires review and possible refund investigation.
TKT-0492,2026-01-10 16:22:00,2026-01-12 10:22:00,High,Login Issue,Phone,Team B,Closed,1,2,Campaign delivery problem needs technical validation.
TKT-0493,2026-02-28 05:30:00,2026-03-01 12:30:00,High,Policy Question,Chat,Team C,Resolved,1,3,Customer is waiting for urgent resolution and needs clear next steps.
TKT-0494,2026-01-05 16:14:00,2026-01-06 13:14:00,Medium,Account Access,Email,Specialist Team,Resolved,0,5,Campaign delivery problem needs technical validation.
TKT-0495,2026-02-23 10:51:00,,Medium,Technical Bug,Phone,Specialist Team,Open,0,4,Billing issue requires review and possible refund investigation.
TKT-0496,2026-01-19 09:38:00,2026-01-21 07:38:00,Medium,Policy Question,Email,Specialist Team,Resolved,0,3,User cannot access account and has contacted support multiple times.
TKT-0497,2026-02-05 19:13:00,2026-02-08 02:13:00,Medium,Ad Review,Email,Team A,Resolved,0,3,User cannot access account and has contacted support multiple times.
TKT-0498,2026-03-15 14:05:00,2026-03-17 18:05:00,Low,Ad Review,Phone,Team A,Closed,0,4,User cannot access account and has contacted support multiple times.
TKT-0499,2026-03-04 22:56:00,2026-03-06 00:56:00,Critical,Payment,Web Form,Team B,Resolved,1,3,User cannot access account and has contacted support multiple times.
TKT-0500,2026-02-26 04:19:00,2026-02-27 16:19:00,Critical,Account Access,Chat,Specialist Team,Closed,1,3,Policy related question needs accurate guidance from knowledge base.
